Borough,Year,median_household_income,renter_median_income,population,pop_density_1000sqmi,homeownership_rate,crime_rate_per1000,car_free_commute_pct,mean_travel_time_min,high_cost_purchase_loan_pct,high_cost_refi_loan_pct,fha_va_loan_pct,housing_voucher_pct,unemployment_rate,new_building_permits,rental_vacancy_rate,severe_crowding_rate,subway_proximity_pct,park_proximity_pct,renter_income_ratio,cost_pressure_index,affordability_stress,income_growth_yoy,renter_income_growth_yoy,income_gap,renter_share,borough_code,market_tightness,housing_burden_composite,supply_pipeline_rate,government_support_index,economic_vulnerability_idx,permit_growth_yoy,affordability_stress_lag1,cost_pressure_index_lag1,median_household_income_lag1,crime_rate_per1000_lag1,unemployment_rate_lag1,rental_vacancy_rate_lag1,supply_pipeline_rate_lag1,affordability_category
Brooklyn,2022,79689.84996824025,66187.47920784417,2590516.0,37.342660849236786,0.294595176550941,12.336085975414084,0.697572514544515,41.8171840925166,0.0231570002124495,0.0143720058321183,0.0547057573826216,,0.068182276793288,31298,0.0307532354589014,0.0511595336558095,0.7970727086035237,0.7070533839917538,0.8305634812240538,0.0187645030222839,0.02259249707756169,0.03153389845399457,0.043879245850335424,13502.37076039608,0.7054048234490591,2,27.96949666693822,0.1193418104490975,120.81762861144266,0.0547057573826216,0.10527942495885559,2.6086705868788194,0.022807207758917914,0.0187188080907957,77253.73842553789,10.375952380778337,0.111657692095365,0.0324663639004414,32.83918680889282,Affordable
Brooklyn,2023,79828.70268759433,67225.20860688576,2561225.0,36.920426870008335,0.287098920475999,11.74106499982822,0.724129954991856,41.6190113628697,0.0256097560975609,0.0408483896307934,0.0749128919860627,0.0626141,0.0581563944139312,5340,0.0286130455555388,0.0546302690361768,0.7970727086035237,0.7070533839917538,0.8421182650301644,0.03322907286417715,0.039458914791483474,0.0017424141143371763,0.015678636072283147,12603.494080708566,0.712901079524001,2,29.750353872210155,0.112786663450108,20.849398237171666,0.13752699198606272,0.09734130556074208,-0.8293820691417982,0.02259249707756169,0.0187645030222839,79689.84996824025,12.336085975414084,0.068182276793288,0.0307532354589014,120.81762861144266,Moderate
Manhattan,2005,69310.0,56340.0,1529774.0,,0.2279315157993551,24.20902066444978,0.842036139096308,31.07950713695027,0.0129099133056916,0.049962852897474,9.42329438371e-05,,0.0704629684996689,0,,,0.9682958876597187,0.8961487089366429,0.8128697157697302,0.0314363831015828,0.03867333533494327,,,12970.0,0.7720684842006449,0,28.571428571428573,0.11708375199098085,0.0,9.42329438371e-05,0.10303730109197548,,,,,,,,,Stressed
Manhattan,2006,90884.55619845944,72570.44815133666,1611581.0,71.1305389914721,0.23539974824574,22.436226466416933,0.839511648536346,30.1378578728128,0.0198115022119638,0.0931372549019607,0.0,,0.0674574115365123,0,,,0.9682958876597187,0.8961487089366429,0.7984904277121484,0.05647437855696225,0.07072643152250908,0.31127624005856935,0.2880803718732101,18314.108047122776,0.76460025175426,0,28.571428571428573,0.11407819502782425,0.0,0.0,0.10758679352974557,,0.03867333533494327,0.0314363831015828,69310.0,24.20902066444978,0.0704629684996689,,0.0,Stressed
Manhattan,2007,94570.80881730854,75517.33194236363,1620867.0,71.54039625900926,0.230698865466665,21.10298641847522,0.847189667999924,30.3089298545711,0.0219808637186449,0.0772701635645798,0.0001723989311266,,0.0679007700065153,0,,,0.9682958876597187,0.8961487089366429,0.7985268698319761,0.04962551364161235,0.06214632909228768,0.04055972513965567,0.04060721500412412,19053.476874944914,0.769301134533335,0,28.571428571428573,0.11452155349782725,0.0,0.0001723989311266,0.10774956006981569,,0.07072643152250908,0.05647437855696225,90884.55619845944,22.436226466416933,0.0674574115365123,,0.0,Stressed
Manhattan,2008,97828.0893070718,76305.54112273201,1634795.0,72.1551380231981,0.237324461490624,20.409884677024397,0.863104295620374,30.3806298432309,0.0141418983700862,0.0261725835708732,0.0008389261744966,,0.0666230636025022,60,,,0.9682958876597187,0.8961487089366429,0.7799962328122055,0.0201572409704797,0.02584274144223056,0.03444276865661222,0.010437460647708896,21522.548184339787,0.762675538509376,0,28.571428571428573,0.11324384709381415,0.3670184946736441,0.0008389261744966,0.11465073231611866,,0.06214632909228768,0.04962551364161235,94570.80881730854,21.10298641847522,0.0679007700065153,,0.0,Stressed
Manhattan,2009,96958.35977620604,76793.62885252823,1629054.0,71.90174683507287,0.25099982252066,18.292001148194963,0.855971320079734,29.8024844814649,0.0172557172557172,0.006852362730266,0.0054054054054054,0.0408129,0.0968723254700626,0,0.0349600697733561,0.0262727841899918,0.9682958876597187,0.8961487089366429,0.7920268972142172,0.012054039992991601,0.01521923060364373,-0.008890386565107877,0.0063964912982028554,20164.73092367781,0.74900017747934,0,25.024981329406067,0.1231451096600544,0.0,0.0462183054054054,0.12719272814033655,-1.0,0.02584274144223056,0.0201572409704797,97828.0893070718,20.409884677024397,0.0666230636025022,,0.3670184946736441,Stressed
Manhattan,2010,88569.60312873655,72442.19842317657,1586698.0,70.03227511163931,0.22262667162473,17.101722154071453,0.868641395443794,30.1320321917461,0.0079719387755102,0.0028356418366234,0.0151466836734693,0.0406015,0.0916420107948938,906,0.0354899320612524,0.0297572601663561,0.9682958876597187,0.8961487089366429,0.8179126456949493,0.005403790306066801,0.006606806160180352,-0.08651916829896833,-0.0566639510903697,16127.40470555998,0.77737332837527,0,24.697497602298245,0.1213992709612499,5.709971273676528,0.0557481836734693,0.11544319807324904,,0.01521923060364373,0.012054039992991601,96958.35977620604,18.292001148194963,0.0968723254700626,0.0349600697733561,0.0,Moderate
Manhattan,2011,89447.36551643402,72224.10320202811,1601948.0,70.70536614437047,0.219229396584857,16.663655353639093,0.863725375030174,30.3806002806353,0.0062533500089333,0.0041038268185082,0.0201893871716991,0.0384022,0.0896749670312621,2847,0.0352444336347757,0.0291716396728658,0.9682958876597187,0.8961487089366429,0.8074480761399115,0.00517858841372075,0.006413524989095923,0.009910424758499126,-0.003010610195378627,17223.262314405903,0.780770603415143,0,24.848156867485095,0.1188466067041279,17.772112453088365,0.0585915871716991,0.11872508429111338,2.142384105960265,0.006606806160180352,0.005403790306066801,88569.60312873655,17.101722154071453,0.0916420107948938,0.0354899320612524,5.709971273676528,Moderate
Manhattan,2012,88781.29480022805,75994.4807948121,1619090.0,71.46196460227723,0.220519736542536,17.496045670524317,0.86464595571536,31.000806655801,0.0044600191143676,0.0030075187969924,0.0090793246256769,0.038054,0.0881048982426938,5454,0.0367198650577397,0.0287991911106135,0.9682958876597187,0.8961487089366429,0.8559740085545238,0.00373376895568,0.004362012068550055,-0.0074465101611471685,0.05220386859269599,12786.814005415945,0.779480263457464,0,23.969396799726326,0.11690408935330729,33.68558881841034,0.047133324625676896,0.09861219409739072,0.9157007376185458,0.006413524989095923,0.00517858841372075,89447.36551643402,16.663655353639093,0.0896749670312621,0.0352444336347757,17.772112453088365,Affordable
